NOMBRE,CATEGORIA_TIPOLOGIA,DOMICILIO,LATITUD,LONGITUD
FUNDACION ESCUELA DE MEDICINA NUCLEAR - CAPITAL.-,Con guardia permanente,GARIBALDI 405,-32.891356,-68.833449
FUNDACION ARGENTINA PARA EL DESARROLLO EN SALUD - CAPITAL.-,Diagnostico por Imágenes,GARIBALDI 405,-32.891356,-68.833449
MEDICAL HAIR MEDICINA CAPILAR.-,Mediano riesgo con internación con cuidados especiales,AV. ARÍSTIDES VILLANUEVA 697 ESQUINA HUARPES,-32.891315,-68.862911
CONSULTORIO MEDICO GRUPO PEÑAFLOR S. A.,Con atención médica diaria y con especialidades y/o otras profesiones,URQUIZA Y ROCA S/N,-32.8913,-68.77636100000001
INSTITUTO OFTALMOLOGICO GUIÑAZU.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. PERÚ 888,-32.891283,-68.849097
SALVARANI BIOQUIMICA.-,Laboratorio de Análisis Clínicos,CHILE 925 PLANTA BAJA LOCAL 3,-32.891281,-68.848382
C.P.A. HIO CONSULTORIO.-,Con atención médica diaria y con especialidades y/o otras profesiones,MONTEVIDEO 545 PISO 2 LOCAL 15,-32.891265,-68.849438
DIAGNOSTICO SAN JUAN.-,Diagnostico por Imágenes,MONTEVIDEO 738,-32.891263,-68.85166
INSTITUTO RADIOLOGICO CENTRAL.-,Diagnostico por Imágenes,GARIBALDI 239,-32.891261,-68.835151
INSTITUTO AUSTRAL.-,Con atención médica diaria y con especialidades y/o otras profesiones,MONTEVIDEO 718,-32.891251,-68.849117
C.P.A. QUENAN ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,GARIBALDI 239 PISO 1 LOCAL 1,-32.891216,-68.837315
C.P.A. AZPILCUETA ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,MONTEVIDEO 613 PISO 1 LOCAL 1,-32.891206,-68.850024
CLINICA DE MANO.-,Mediano riesgo con internación con cuidados especiales,GARIBALDI 394,-32.891187,-68.832976
CENTRO PSICOLOGICO ENCINA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. SAN MARTÍN 1052 PISO 4 LOCALES 19 Y 20,-32.891187,-68.839592
ASISMED CENTRO DE ESTUDIOS MEDICOS.-,Con atención médica diaria y con especialidades y/o otras profesiones,GARIBALDI 175,-32.891123,-68.836088
CONSULTORIOS MENDOZA,Con atención médica diaria y con especialidades y/o otras profesiones,CALLE MONTEVIDEO 760,-32.89112,-68.849672
TRENTACOSTE Y BERNAL.-,Diagnostico por Imágenes y Diagnostico por Imágenes odontológicas,GARIBALDI 175,-32.891033,-68.835968
RIVADAVIA CENTRO MEDICO - CAPITAL.-,Con atención médica diaria y con especialidades y/o otras profesiones,RIVADAVIA 259,-32.89102,-68.842913
C.P.A. NAVARTA - WIEDERHOLD CONSULTORIOS.-,Con atención médica diaria y con especialidades y/o otras profesiones,HUARPES 719,-32.891005,-68.860143
GANUN Y ASOCIADOS SALUD.-,Con atención médica diaria y con especialidades y/o otras profesiones,GARIBALDI 77,-32.890998,-68.837965
CENTRO DE ESTUDIOS Y TRATAMIENTO DE ENFERMEDADES UROLOGICAS.-,Mediano riesgo con internación con cuidados especiales,GARIBALDI 216,-32.890998,-68.835361
C.P.A. PROSALUD CONSULTORIOS.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. SAN MARTÍN 1074,-32.890975,-68.839774
CONS. MED. SIND VENDEDORES DE DIARIOS Y REVISTAS DE MENDOZA,Con atención médica diaria y con especialidades y/o otras profesiones,GARIBALDI 148,-32.8909195,-68.8364679
C.P.A. MICONI ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. ESPAÑA 1057 PISO 3 LOCAL 9,-32.890894,-68.843042
OBRA SOCIAL DE CONDUCTORES CAMIONEROS (O.S.CA.) - GUAYMALLEN,Con atención médica diaria y con especialidades y/o otras profesiones,ALBERDI 690,-32.890891,-68.82812100000001
MODO R.P.G.-,Centro Rehabilitación motora,MONTEVIDEO 747,-32.890884,-68.849534
BELELLI BIOQUIMICA,Laboratorio de Análisis Clínicos,RIVADAVIA 412,-32.890852,-68.845118
CONSULTORIOS SER.-,Centro de salud mental,9 DE JULIO 1067 PISO 3 LOCAL 5,-32.890831,-68.842897
CENTRO USO BRACKETS.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. SAN MARTÍN 934 PISO 1 LOCAL 1,-32.890797,-68.842423
CLINICA SANTA ROSA.-,Alto riesgo con terapia intensiva,LAS HERAS 742,-32.890791,-68.818584
BAZAN CENTRO ASISTENCIAL.-,Con atención médica diaria y con especialidades y/o otras profesiones,MONTECASEROS 1142,-32.89077,-68.831596
LUBLINSKY PSICOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,MARTÍN ZAPATA 102 PLANTA BAJA LOCAL 1,-32.890749,-68.851594
CLINICA FORTE FLEBOLOGIA Y LINFOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,MARTÍNEZ DE ROZAS 811 PLANTA BAJA ESQUINA RUFINO ORTEGA,-32.890731,-68.858683
CONS. MED. OS PERS DE MANIPULEO EXPEDIC.DE FRUTAS Y HORTALIZAS.-,Con atención médica diaria y con especialidades y/o otras profesiones,MONTECASEROS 1147,-32.8907079,-68.83147400000001
C.P.A. ANDUJAR ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. ESPAÑA 1057 PISO 6 LOCAL 1,-32.890696,-68.844561
CENTRO INTEGRAL NEFROLOGICO.-,Centro de Diálisis,AV. PERÚ 935,-32.890666,-68.851022
C.P.A. BARRUECO ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,PASCUAL TOSO 447,-32.890661,-68.825562
C.P.A. MEDICINA ESTETICA MENDOZA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. ESPAÑA 1068 PLANTA BAJA LOCALES 1 Y 2,-32.890576,-68.842516
CASTILLO - GRANERO BIOQUIMICA.-,Laboratorio de Análisis Clínicos,PATRICIAS MENDOCINAS 1057,-32.890537,-68.843297
FULFILLED MEDICINA ESTETICA.-,Otros,PEATONAL SARMIENTO 250 PISO 4 LOCAL B,-32.890456,-68.843651
DYTER CENTRO DE ESTUDIOS Y DIAGNOSTICOS.-,Con guardia permanente,RIVADAVIA 606,-32.890428,-68.847543
C.P.A. INSTITUTO MEDICO BIOQUIMICO.-,Con atención médica diaria y con especialidades y/o otras profesiones,FEDERICO MORENO 1175 PISO 1 LOCAL 1,-32.890419,-68.832734
C.P.A. AUDIMEND.-,Con atención médica diaria y con especialidades y/o otras profesiones,PATRICIAS MENDOCINAS 1071 LOCAL 3,-32.890406,-68.845381
"C.P.A. MUÑOZ, L. ODONTOLOGIA.-",Con atención médica diaria y con especialidades y/o otras profesiones,RIVADAVIA 618,-32.890398,-68.847897
CENTRO ESPACIO GASPAR.-,Con atención médica diaria y con especialidades y/o otras profesiones,OLASCOAGA 881,-32.890381,-68.854336
ODOMED CENTRO MEDICO.-,Con atención médica diaria y con especialidades y/o otras profesiones,MONTECASEROS 1185,-32.890364,-68.833616
PROGRAMA PROVINCIAL DE S.I.D.A.-,Con atención médica diaria y con especialidades y/o otras profesiones,FEDERICO MORENO 1178,-32.890324,-68.832893
BUONO KINESIOLOGIA Y FISIOTERAPIA.-,Centro Rehabilitación motora,PATRICIAS MENDOCINAS 1071,-32.890319,-68.843206
C.P.A. GUERRA ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,RIVADAVIA 618 PISO 2 LOCAL 1,-32.890315,-68.847799
CLINICA MIRA.-,Mediano riesgo con internación con cuidados especiales,MARTÍNEZ DE ROSAS 861,-32.890297,-68.855921
SL CONSULTORIOS.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. BELGRANO 960,-32.890286,-68.851562
BIOMOLMZA.-,Laboratorio de Análisis Clínicos,TIBURCIO BENEGAS 928,-32.890272,-68.851349
C.P.A. BATTISTELLI ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,RIVADAVIA 618,-32.890271,-68.847632
C.E.DI.M.-,Con atención médica diaria y con especialidades y/o otras profesiones,JOSÉ FEDERICO MORENO 1188,-32.890234,-68.833009
C.P.A. SMILING ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,SALTA 1174,-32.890232,-68.834475
MAZZEI BIOQUIMICA.-,Laboratorio de Análisis Clínicos,CATAMARCA 519,-32.890216,-68.83127
BELGRANO CENTRO MEDICO - 2 - 788.-,Con atención médica diaria y con especialidades y/o otras profesiones,RIVADAVIA 788,-32.890139,-68.849634
GONZALVEZ PSICOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,RECONQUISTA 31,-32.890116,-68.850563
C.P.A. ODONTOMED.-,Con atención médica diaria y con especialidades y/o otras profesiones,TIBURCIO BENEGAS 960,-32.890071,-68.851506
C.P.A. CONSULTORIOS CODES.-,Con atención médica diaria y con especialidades y/o otras profesiones,SAN JUAN 1179 PISO 2 LOCAL 3,-32.890053,-68.836952
C.P.A. ABRAHAN ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,MARTÍNEZ DE ROSAS 880,-32.890051,-68.856179
GERIATRICO VILLA VIDA (NUEVO),Bajo riesgo con internación simple,BV. RONDEAU 2485,-32.890017014686606,-60.69402068853378
CLINICA VISUM.-,Mediano riesgo con internación con cuidados especiales,RIVADAVIA 752,-32.890008,-68.849143
BELGRANO CENTRO MEDICO - 1.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. BELGRANO 987,-32.889946,-68.849944
INSTITUTO MODELO DE ATENCION INTEGRAL AL NIÑO CON DIAGNOSTICO DE T.G.D. - AUTISMO.-,Centro de día,GODOY CRUZ 1531,-32.889869,-68.813106
CTRO. MED. OS PERS MICROS Y OMNIBUS- OSPEMON,Con atención médica diaria y con especialidades y/o otras profesiones,CATAMARCA 382,-32.889868,-68.83329300000003
LABORATORIO DE ANALISIS CLINICOS DRAS. M. A. PINI Y S. DE GAETANO,Laboratorio de Análisis Clínicos,ORANEL 2456,-32.88982219140633,-60.72315216064453
CESCO CENTRO MEDICO.-,Con atención médica diaria y con especialidades y/o otras profesiones,PEDRO B. PALACIOS 1232,-32.88979,-68.830557
C.P.A. SACCHI ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,CATAMARCA 131 PISO 4 LOCAL 12,-32.889761,-68.836525
INSTITUTO DE CARDIOLOGIA WOLFF.-,Con atención médica diaria y con especialidades y/o otras profesiones,FEDERICO MORENO 1213,-32.889702,-68.832713
HOSPITAL PRIVADO - 2 - 1254.-,Alto riesgo con terapia intensiva,PEDRO B. PALACIOS 1254,-32.889639,-68.830477
LABORATORIO GERBIO.-,Laboratorio de Análisis Clínicos,AV. BELGRANO 1007,-32.889593,-68.851246
CLINICA SANANES.-,Mediano riesgo con internación con cuidados especiales,PEDRO B. PALACIOS 1260,-32.889551,-68.830484
IDEMA MEDICINA LABORAL - 1.-,Con atención médica diaria y con especialidades y/o otras profesiones,PATRICIAS MENDOCINAS 1157,-32.889396,-68.842943
INDEPENDENCIA CENTRO MEDICO LABORAL.-,Con atención médica diaria y con especialidades y/o otras profesiones,PATRICIAS MENDOCINAS 1157,-32.889396,-68.842943
RESPALDAR ARGENTINA MEDICINA LABORAL.-,Con atención médica diaria y con especialidades y/o otras profesiones,PATRICIAS MENDOCINAS 1157,-32.889396,-68.842943
RESIDENCIA GERIATRICA PRIVADA HOGAR DE LA TERCERA EDAD SAN ROQUE,Bajo riesgo con internación simple,AVENIDA DE MAYO 875,-32.889392,-62.68038200000001
C.P.A. IERVOLINO ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,CATAMARCA 74 PISO 3 LOCAL 3,-32.889372,-68.838192
CLINICA ESTHETIQUE FO.-,Con atención médica diaria y con especialidades y/o otras profesiones,MARTÍN ZAPATA 575,-32.889356,-68.858646
C.P.A. SALES LEYES ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,TOMÁS GODOY CRUZ 973,-32.889353,-68.819012
C.P.A. MESTRE ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,GODOY CRUZ 1234,-32.889314,-68.816733
AÑOS MOZOS RESIDENCIA.-,Vivienda para personas mayores,JULIO ARGENTINO ROCA 234,-32.889252,-68.853236
C.A.P.S. 300 CENTRO MUNICIPAL ARTURO OÑATIVIA.-,Con guardia permanente,CARLOS BERDASCO ESQUINA AV. EL LIBERTADOR,-32.889246,-68.906449
DRAJLIN CENTRO MEDICO.-,Con atención médica diaria y con especialidades y/o otras profesiones,TOMÁS GODOY CRUZ 395 ESQUINA MATIENZO,-32.88914,-68.825478
C.P.A. KEMELMAJER ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,GRAL. ESPEJO 232,-32.889131,-68.842214
C.P.A. D AQUINO ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,GRAL. ESPEJO 183 PISO 2 LOCAL 20,-32.889041,-68.843555
CERCA SALUD.-,Internación Domiciliaria,GRAL. ESPEJO 183 PISO 1 LOCAL 14,-32.889024,-68.841372
CENTRO DE DIA PIVA.-,Centro de día,LAVALLE 537,-32.888914,-68.830761
MARINERO FONOAUDIOLOGIA.-,Otros,GRAL. ESPEJO 271,-32.8889081,-68.84247089999997
CLINICA DEL NIÑO CENTRO MEDICO.-,Con atención médica diaria y con especialidades y/o otras profesiones,LAVALLE 529,-32.888898,-68.830994
MARBAZ ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,GRAL. ESPEJO 271,-32.888852,-68.843473
HOSPITAL MUNICIPAL SAN ROQUE,Bajo riesgo con internación simple,AVENIDA DE MAYO 851,-32.888833,-62.68025399999999
OMINT MEDICINA PREPAGA.-,Con atención médica diaria y con especialidades y/o otras profesiones,ESPEJO 291,-32.88877,-68.842696
KORENA REHABILITACION.-,Centro Rehabilitación motora,JULIO ARGENTINO ROCA 357,-32.888748,-68.855116
LINARES HEMATOLOGIA.-,Laboratorio de Análisis Clínicos,GRANADEROS 983,-32.8887273,-68.8573601
C.P.A. SALUD INTEGRAL ANDINA.-,Con atención médica diaria y con especialidades y/o otras profesiones,OLASCOAGA 1026,-32.888727,-68.856294
"RODRIGUEZ, J. M. BIOQUIMICA.-",Laboratorio de Análisis Clínicos,AV. ESPAÑA 1234,-32.88871,-68.8416
C.P.A. CENTRO DE REHABILITACION BUCAL.-,Con atención médica diaria y con especialidades y/o otras profesiones,GRAL. ESPEJO 333 PISO 1 LOCAL 15,-32.888659,-68.843286
"C.P.A. RODRIGUEZ, L. NEUROLOGIA - CAPITAL.-",Con atención médica diaria y con especialidades y/o otras profesiones,PATRICIAS MENDOCINAS 1221 EDIFICIO EMPERADOR XVI,-32.888569,-68.842846
"ROSALES, M. BIOQUIMICA.-",Laboratorio de Análisis Clínicos,CNEL. RODRÍGUEZ 1070,-32.888567,-68.852707
C.P.A. MUSRI MEDICINA CLINICA.-,Con atención médica diaria y con especialidades y/o otras profesiones,JULIO ARGENTINO ROCA 429,-32.888554,-68.856364
CRESCENTI INSTITUTO DE INMUNO ONCOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,PERÚ 1136,-32.888495,-68.84831700000001
MARABINI CONSULTORIOS.-,Con atención médica diaria y con especialidades y/o otras profesiones,J. RODRIGUEZ 1065,-32.888471,-68.852578
GIMENEZ BENEDETTI BIOQUIMICA.-,Laboratorio de Análisis Clínicos,PATRICIAS MENDOCINAS 1245,-32.888427,-68.842654
C.A.P.S. 367 CENTRO MUNICIPAL BARRIO ANDINO.-,Con atención médica diaria y con especialidades y/o otras profesiones,ACCESO NÚMERO 1,-32.888416,-68.913137
"MOLINA, R. BIOQUIMICA.-",Laboratorio de Análisis Clínicos,NECOCHEA 1011,-32.88841,-68.820516
C.P.A. CPYE CONSULTORIO DE PLASTICA Y ESTETICA.-,Con atención médica diaria y con especialidades y/o otras profesiones,SALTA 1311 PISO 1,-32.888386,-68.834734
ASOCIART - CENTRO MEDICO.-,Con atención médica diaria y con especialidades y/o otras profesiones,25 DE MAYO 1222,-32.888327,-68.847967
BRISOLI CENTRO MEDICO.-,Con atención médica diaria y con especialidades y/o otras profesiones,ESPEJO 523,-32.888198,-68.845814
CENTRO UROLOGICO MENDOZA.-,Mediano riesgo con internación con cuidados especiales,GRAL. ESPEJO 545,-32.888116,-68.850764
LABORATORIO RAUEK.-,Laboratorio de Análisis Clínicos,RIOJA 1354,-32.888105,-68.835515
PR.I.S.YS.-,Con atención médica diaria y con especialidades y/o otras profesiones,PARQUE GENERAL SAN MARTÍN - ESCUELA HOGAR EVA PERÓN,-32.888096,-68.875302
C.P.A. ALCHAPAR TOCOGINECOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,G. ESPEJO 653,-32.888003,-68.847501
CLINICA DE ESTETICA Y PLASTICA.-,Mediano riesgo con internación con cuidados especiales,AV. EMILIO CIVIT 356,-32.888001,-68.854481
C.P.A. DENTALIUM ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,PELLEGRINI 1012 LOCAL 1,-32.887995,-68.823344
CLINICA ODONTOLOGICA ORTODONCIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,GRAL. ESPEJO 651,-32.887986,-68.847455
LABORATORIO DE ANALISIS CLINICOS BIOSE.-,Laboratorio de Análisis Clínicos,SALTA 1370,-32.887949,-68.834232
GERIATRICO DEL PORTAL,Bajo riesgo con internación simple,BV. RONDEAU 2748,-32.88792,-60.694280700000036
HOSPITAL DOMICILIARIO.-,Internación Domiciliaria,GRAL. ESPEJO 772,-32.887917,-68.851129
LO BELLO ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,SAN JUAN 1363,-32.887916,-68.836806
C.P.A. BOLLATI ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,ESPEJO 653,-32.887901,-68.847473
UCEDA CARDIOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,ESPEJO 653,-32.887895,-68.8474716
PROGRAMA PROVINCIAL DE SALUD REPRODUCTIVA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. SAN MARTÍN 1360 PISO 1 LOCAL 5,-32.887859,-68.83869
UNIDAD GINECOLOGICA MOVIL.-,Sistema de Atención extra hospitalaria,AV. SAN MARTÍN 1360,-32.887859,-68.838691
VONA KINESIOLOGIA.-,Centro Rehabilitación motora,GRAL. ESPEJO 772,-32.887857,-68.848721
CENTRO DE SALUD PRIMERO DE MAYO,Con atención médica general por lo menos 3 días de la semana,JUAN DE DIOS MENA 2221,-32.887835419932955,-60.7129189968191
IRANZO ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,O BRIEN 332,-32.887798,-68.827837
INNOVA DENTAL.-,Con atención médica diaria y con especialidades y/o otras profesiones,ESPEJO 772,-32.887756,-68.848976
DIAVERUM ARGENTINA - SEDE MENDOZA.-,Centro de Diálisis,BUENOS AIRES 343,-32.887696,-68.833553
HELLWIG ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. SAN MARTÍN 1360,-32.887693,-68.839337
SINDICATO CENTRO EMPLEADOS DE COMERCIO (C.E.C.).-,Con atención médica diaria y con especialidades y/o otras profesiones,BUENOS AIRES 133,-32.887589,-68.836388
INSTITUTO PRIVADO DE RADIOTERAPIA CUYO.-,Diagnostico por Imágenes,BUENOS AIRES 410,-32.887563,-68.832394
HOGAR DE PROTECCION INTEGRAL PARA MUJERES VICTIMAS DE VIOLENCIA DE GENERO.-,Bajo riesgo con internación simple,BUENOS AIRES 504,-32.887562,-68.833482
CENTRO ME.HI.SEL.-,Medicina Laboral,AV. PERÚ 1230,-32.887558,-68.848017
C.P.A. EVANS ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. PERÚ 1233,-32.887535,-68.847833
IMBURGIA PSICOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. ESPAÑA 1340,-32.887519,-68.841405
C.P.A. DALLASTA ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. ESPAÑA 1340,-32.887519,-68.841405
HOM PSICOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. ESPAÑA 1340,-32.887519,-68.841405
C.P.A. VILLEGAS CRESPO ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. ESPAÑA 1340,-32.887519,-68.841405
FORTES BIOQUIMICA.-,Laboratorio de Análisis Clínicos,ALVAREZ A. 26,-32.887509,-68.850015
FLIGUER ODONTOLOGIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,BUENOS AIRES 27,-32.887465,-68.837981
CENTRO ODONTOLOGICO ZIRULNIK.-,Con atención médica diaria y con especialidades y/o otras profesiones,GUTIÉRREZ 542,-32.887419,-68.846165
CENTRO MEDICO GRANDOLI - CEMEG -,Con atención médica general por lo menos 3 días de la semana,AVENIDA GRANDOLI 4650,-32.887401,-60.741281999999956
HOLEPAM VILLA INES,Bajo riesgo con internación simple,Grandoli 5044,-32.887401,-60.741281999999956
INSTITUTO DE INVESTIGACIONES RESPIRATORIAS.-,Con atención médica diaria y con especialidades y/o otras profesiones,BUENOS AIRES 30 PISO 4 LOCAL 7,-32.887399,-68.838022
FIORELLO PLASTICA Y REPARADORA.-,Con atención médica diaria y con especialidades y/o otras profesiones,BUENOS AIRES 196,-32.887394,-68.835599
CENTRO PURA VIDA.-,Con atención médica diaria y con especialidades y/o otras profesiones,AV. EMILIO CIVIT 572,-32.887358,-68.858193
GERIATRICO CAÑOS DE MECA,Bajo riesgo con internación simple,VIEYTES 575,-32.8873312,-60.69253530000003
IMAGENES CASTILLO - BRIGGS.-,Diagnostico por Imágenes y Diagnostico por Imágenes odontológicas,NECOCHEA 31 PISO 5,-32.887284,-68.838964
CENTRO DE SALUD DR. SALVADOR MAZZA,Con atención médica diaria y con especialidades y/o otras profesiones,Caracas 3903,-32.88726016910567,-60.73398023843765
OBRA SOCIAL DE LOS EMPLEADOS PUBLICOS - CLINICA ODONTOLOGICA.-,Con guardia permanente,PERÚ 1258,-32.887233,-68.847973
CENTRO MEDICO MONTECASEROS.-,Con atención médica diaria y con especialidades y/o otras profesiones,MONTECASEROS 1428,-32.887232,-68.834209
MUTUAL DEL PERSONAL DEL AGUA Y LA ENERGIA DE MENDOZA - CAPITAL - 2 - 1429.-,Con atención médica diaria y con especialidades y/o otras profesiones,FEDERICO MORENO 1429,-32.887196,-68.83257
12 DE AGOSTO ATENCION PRIMARIA.-,Con atención médica diaria y con especialidades y/o otras profesiones,GUTIÉRREZ 543,-32.887122,-68.845825
C.P.A. ESPACIO PARA LA SALUD INTEGRAL.-,Con atención médica diaria y con especialidades y/o otras profesiones,GUTIÉRREZ 680 PLANTA BAJA LOCAL 4,-32.887122,-68.849962
